Name,Number,Position,Mins Played,Points,Tries,Conversions,Conversion Attempts,Penalty Goals,Goal Conversion Rate,1 Point Field Goals,2 Point Field Goals,Total Points,All Runs,All Run Metres,Kick Return Metres,Post Contact Metres,Line Breaks,Line Break Assists,Try Assists,Line Engaged Runs,Tackle Breaks,Hit Ups,Play The Ball,Average Play The Ball Speed,Dummy Half Runs,Dummy Half Run Metres,One on One Steal,Offloads,Dummy Passes,Passes,Receipts,Passes To Run Ratio,Tackle Efficiency,Tackles Made,Missed Tackles,Ineffective Tackles,Intercepts,Kicks Defused,Kicks,Kicking Metres,Forced Drop Outs,Bomb Kicks,Grubbers,40/20,20/40,Cross Field Kicks,Kicked Dead,Errors,Handling Errors,One on One Lost,Penalties,Ruck Infringements,Inside 10 Metres,On Report,Sin Bins,Send Offs,Stint One,Stint Two,Year,Round,Home Team,Away Team
Jack Hetherington,16,Interchange,24:00,-,-,-,-,-,-,-,-,16,4,26,-,10,-,-,-,-,-,4,-,3.13s,-,-,-,1,-,-,4,-,84.21%,16,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23:41,-,2024,1,Knights,Raiders
Kai Pearce-Paul,17,Interchange,40:00,-,-,-,-,-,-,-,-,34,9,89,-,42,-,-,-,-,-,-,-,3.13s,-,-,-,2,-,-,9,-,95.24%,20,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40:00,-,2024,1,Knights,Raiders
Jed Cartwright,18,Replacement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,1,Knights,Raiders
Jordan Rapana,1,Fullback,80:00,4,1,-,-,-,-,-,-,43,26,186,51,53,1,-,-,-,2,3,-,3.98s,2,18,-,1,1,16,40,0.62,66.67%,6,3,-,-,3,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,80:00,-,2024,1,Knights,Raiders
Nick Cotric,2,Winger,80:00,-,-,-,-,-,-,-,-,22,14,103,9,25,-,-,-,-,3,-,-,2.9s,1,6,-,-,-,1,16,0.07,100%,5,-,-,-,1,1,21,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,1,Knights,Raiders
Matthew Timoko,3,Centre,80:00,-,-,-,-,-,-,-,-,35,14,179,-,88,-,-,-,-,3,-,-,3.33s,-,-,-,-,-,2,14,0.14,80%,16,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,80:00,-,2024,1,Knights,Raiders
Albert Hopoate,4,Centre,80:00,-,-,-,-,-,-,-,-,35,23,166,-,63,-,1,1,-,-,-,-,2.9s,-,-,-,2,-,3,25,0.13,83.33%,10,2,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,1,Knights,Raiders
Xavier Savage,5,Winger,80:00,4,1,-,-,-,-,-,-,30,15,122,2,41,1,-,-,-,2,-,-,3.66s,1,10,-,-,-,5,21,0.33,100%,3,-,-,-,1,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,1,Knights,Raiders
Ethan Strange,6,Five-Eighth,80:00,-,-,-,-,-,-,-,-,21,5,22,-,6,-,-,-,-,-,-,-,3.47s,1,4,-,-,-,16,20,3.2,83.33%,25,4,1,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,1,Knights,Raiders
Jamal Fogarty,7,Halfback,80:00,8,-,3,5,1,66.67%,-,-,56,7,46,-,10,-,-,1,-,1,1,-,3.04s,-,-,-,-,1,33,60,4.71,76.19%,16,2,3,-,-,23,799,-,4,-,-,-,4,-,-,-,-,-,1,-,-,-,-,80:00,-,2024,1,Knights,Raiders
Josh Papalii,8,Prop,38:00,-,-,-,-,-,-,-,-,51,12,115,9,41,-,-,-,-,2,11,-,3.36s,-,-,-,2,-,-,12,-,100%,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21:04,17:27,2024,1,Knights,Raiders
Danny Levi,9,Hooker,56:00,4,1,-,-,-,-,-,-,31,11,40,-,7,1,-,-,-,2,2,-,3.41s,7,31,-,-,-,87,92,7.91,91.3%,21,2,-,-,-,1,12,-,-,-,-,-,-,-,1,1,-,2,-,-,-,-,-,56:11,-,2024,1,Knights,Raiders
Joseph Tapine,10,Prop,55:00,-,-,-,-,-,-,-,-,55,18,141,-,48,-,-,-,-,-,14,-,3.09s,-,-,-,2,-,5,20,0.28,92.31%,36,2,1,-,-,-,-,-,-,-,-,-,-,-,1,2,-,1,-,-,-,-,-,29:11,26:27,2024,1,Knights,Raiders
Hudson Young,11,2nd Row,70:00,4,1,-,-,-,-,-,-,46,13,92,-,24,1,1,1,-,2,10,-,4.41s,2,18,-,-,-,8,20,0.62,92.59%,25,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,70:00,-,2024,1,Knights,Raiders
Zac Hosking,12,2nd Row,80:00,4,1,-,-,-,-,-,-,69,12,82,-,26,-,1,1,-,2,9,-,2.84s,-,-,-,1,1,3,13,0.25,88.37%,38,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,1,Knights,Raiders
Morgan Smithies,13,Lock,68:00,-,-,-,-,-,-,-,-,52,14,108,-,37,-,-,-,-,-,13,-,3.02s,-,-,-,-,1,14,28,1,93.88%,46,1,2,-,-,1,9,-,-,1,-,-,-,-,1,1,1,-,-,-,-,-,-,24:04,44:20,2024,1,Knights,Raiders
Tom Starling,14,Interchange,24:00,-,-,-,-,-,-,-,-,19,4,39,-,18,-,-,-,-,-,1,-,2.96s,3,31,-,-,-,33,37,8.25,100%,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24:00,-,2024,1,Knights,Raiders
Emre Guler,15,Interchange,26:00,-,-,-,-,-,-,-,-,22,9,76,12,29,-,-,-,-,2,7,-,3.41s,-,-,-,1,-,1,9,0.11,81.25%,13,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,14:36,11:18,2024,1,Knights,Raiders
Ata Mariota,16,Interchange,30:00,-,-,-,-,-,-,-,-,24,9,76,-,28,-,-,-,-,1,9,-,3.73s,-,-,-,1,-,-,9,-,88.24%,15,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24:42,04:47,2024,1,Knights,Raiders
Pasami Saulo,17,Interchange,22:00,-,-,-,-,-,-,-,-,21,7,66,23,21,-,-,-,-,1,5,-,2.75s,-,-,-,-,-,-,7,-,92.86%,13,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22:04,-,2024,1,Knights,Raiders
Kaeo Weekes,18,Replacement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,1,Knights,Raiders
Taine Tuaupiki,1,Fullback,72:00,-,-,-,-,-,-,-,-,45,19,203,141,35,-,-,-,-,6,-,-,3.61s,1,5,-,-,-,6,26,0.32,100%,6,-,-,-,3,1,7,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,32:19,40:02,2024,1,Warriors,Sharks
Dallin Watene-Zelezniak,2,Winger,80:00,-,-,-,-,-,-,-,-,34,14,151,36,42,1,-,-,-,6,3,-,3.34s,-,-,-,1,-,2,19,0.14,81.82%,9,1,1,1,-,1,15,-,-,-,-,-,-,-,4,2,-,2,-,-,-,-,-,80:00,-,2024,1,Warriors,Sharks
Rocco Berry,3,Centre,80:00,-,-,-,-,-,-,-,-,38,14,125,-,40,-,1,-,-,1,1,-,3.34s,-,-,-,1,-,3,14,0.21,88.89%,24,2,1,-,-,1,5,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,1,Warriors,Sharks
Roger Tuivasa-Sheck,4,Centre,80:00,-,-,-,-,-,-,-,-,37,20,173,-,67,-,-,-,-,5,-,-,3.87s,2,20,-,2,-,3,21,0.15,90.91%,10,1,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,80:00,-,2024,1,Warriors,Sharks
Marcelo Montoya,5,Winger,80:00,-,-,-,-,-,-,-,-,17,14,105,-,27,-,-,-,-,3,-,-,2.87s,-,-,-,-,-,5,19,0.36,100%,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,80:00,-,2024,1,Warriors,Sharks
Luke Metcalf,6,Five-Eighth,80:00,4,1,-,-,-,-,-,-,42,10,72,-,1,1,-,-,-,3,-,-,2.72s,-,-,-,1,1,31,36,3.1,83.33%,20,3,1,-,-,2,50,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,1,Warriors,Sharks
Shaun Johnson,7,Halfback,80:00,4,-,2,2,-,100%,-,-,58,19,113,-,6,-,-,-,-,1,-,-,3.13s,1,15,-,-,-,44,68,2.32,76%,19,4,2,1,-,21,500,5,2,10,-,-,1,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,1,Warriors,Sharks
Addin Fonua-Blake,8,Prop,56:00,4,1,-,-,-,-,-,-,82,22,220,63,61,2,-,-,-,6,13,-,3.77s,-,-,-,2,-,5,23,0.23,100%,24,-,-,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,22:53,26:42,2024,1,Warriors,Sharks
Wayde Egan,9,Hooker,34:00,-,-,-,-,-,-,-,-,23,8,22,-,8,-,1,1,-,-,-,-,3.36s,8,22,-,-,-,65,67,8.13,100%,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,32:20,01:37,2024,1,Warriors,Sharks
Mitchell Barnett,10,Prop,51:00,-,-,-,-,-,-,-,-,48,20,174,40,54,-,-,-,-,1,17,-,2.72s,-,-,-,1,-,4,24,0.2,89.29%,25,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25:06,25:39,2024,1,Warriors,Sharks
Jackson Ford,11,2nd Row,80:00,-,-,-,-,-,-,-,-,48,14,110,-,40,1,-,-,-,-,14,-,3.55s,-,-,-,-,-,-,15,-,94.87%,37,1,1,-,-,-,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,80:00,-,2024,1,Warriors,Sharks
Kurt Capewell,12,2nd Row,69:00,-,-,-,-,-,-,-,-,39,6,50,-,16,-,-,-,-,-,4,-,2.96s,1,8,-,1,-,3,8,0.5,94.44%,34,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48:11,20:59,2024,1,Warriors,Sharks
Tohu Harris,13,Lock,80:00,-,-,-,-,-,-,-,-,65,27,237,-,82,-,-,-,-,-,22,-,3.12s,-,-,-,-,-,7,29,0.26,95%,38,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,80:00,-,2024,1,Warriors,Sharks
Freddy Lussick,14,Interchange,46:00,-,-,-,-,-,-,-,-,26,5,25,-,13,-,-,-,-,-,2,-,4s,2,8,-,-,-,71,75,14.2,93.75%,30,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,27:45,18:18,2024,1,Warriors,Sharks
Tom Ale,15,Interchange,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,1,Warriors,Sharks
Bunty Afoa,16,Interchange,15:00,-,-,-,-,-,-,-,-,9,3,23,-,5,-,-,-,-,-,3,-,3.8s,-,-,-,-,-,-,3,-,86.67%,13,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,14:52,-,2024,1,Warriors,Sharks
Dylan Walker,17,Interchange,57:00,-,-,-,-,-,-,-,-,57,19,159,-,38,-,-,-,-,3,13,-,3.32s,-,-,-,-,1,10,22,0.53,96.55%,28,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57:00,-,2024,1,Warriors,Sharks
Adam Pompey,18,Replacement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,1,Warriors,Sharks
William Kennedy,1,Fullback,80:00,-,-,-,-,-,-,-,-,33,16,89,38,24,-,-,-,-,4,1,-,3.68s,-,-,-,-,1,15,29,0.94,84.62%,11,2,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,80:00,-,2024,1,Warriors,Sharks
Sione Katoa,2,Winger,80:00,-,-,-,-,-,-,-,-,19,13,137,-,46,1,-,-,-,2,1,-,3s,-,-,-,-,-,5,14,0.38,50%,1,1,-,-,1,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,1,Warriors,Sharks
Jesse Ramien,3,Centre,80:00,4,1,-,-,-,-,-,-,27,15,110,-,42,1,-,-,-,2,4,-,3.63s,1,3,-,-,-,1,17,0.07,66.67%,12,5,1,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,1,Warriors,Sharks
Siosifa Talakai,4,Centre,80:00,4,1,-,-,-,-,-,-,31,19,161,-,67,1,1,1,-,-,4,-,3.74s,-,-,-,-,-,6,20,0.32,66.67%,8,4,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,80:00,-,2024,1,Warriors,Sharks
Ronaldo Mulitalo,5,Winger,80:00,4,1,-,-,-,-,-,-,57,19,136,53,37,1,1,1,-,3,2,-,3.48s,1,-,-,3,1,2,21,0.11,71.43%,5,1,1,-,6,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,80:00,-,2024,1,Warriors,Sharks
Braydon Trindall,6,Five-Eighth,80:00,2,-,1,1,-,100%,-,-,20,7,36,-,1,-,-,-,-,-,-,-,5.4s,-,-,-,-,1,21,30,3,80.95%,17,3,1,-,2,6,195,-,2,-,-,-,-,-,-,-,-,2,-,-,1,-,-,80:00,-,2024,1,Warriors,Sharks
Nicholas Hynes,7,Halfback,80:00,2,-,1,2,-,50%,-,-,51,14,65,-,4,-,-,-,-,-,1,-,4.52s,-,-,-,2,2,33,49,2.36,95.45%,21,-,1,-,-,11,444,-,3,-,-,-,-,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,1,Warriors,Sharks
Oregon Kaufusi,8,Prop,44:00,-,-,-,-,-,-,-,-,42,5,52,-,26,-,-,-,-,-,5,-,3.08s,-,-,-,-,-,2,7,0.4,92.86%,39,2,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,26:02,18:20,2024,1,Warriors,Sharks
Blayke Brailey,9,Hooker,80:00,-,-,-,-,-,-,-,-,38,4,19,-,6,-,-,-,-,2,-,-,3.35s,3,18,-,-,-,109,113,27.25,87.23%,41,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,1,Warriors,Sharks
Royce Hunt,10,Prop,19:00,-,-,-,-,-,-,-,-,10,5,49,-,30,-,-,-,-,1,5,-,2.67s,-,-,-,-,-,-,5,-,90.91%,10,1,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,14:50,04:14,2024,1,Warriors,Sharks
Briton Nikora,11,2nd Row,80:00,-,-,-,-,-,-,-,-,40,9,66,1,26,-,1,-,-,1,6,-,3.41s,-,-,-,-,-,3,13,0.33,88.1%,37,4,1,-,1,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,80:00,-,2024,1,Warriors,Sharks
Teig Wilton,12,2nd Row,80:00,-,-,-,-,-,-,-,-,53,13,105,2,39,-,-,-,-,2,12,-,3.54s,-,-,-,-,-,1,14,0.08,89.8%,44,2,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,80:00,-,2024,1,Warriors,Sharks
Cameron McInnes,13,Lock,40:00,-,-,-,-,-,-,-,-,44,8,65,-,24,-,-,-,-,1,8,-,3.41s,-,-,-,-,-,4,12,0.5,93.48%,43,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,21:38,18:19,2024,1,Warriors,Sharks
Dale Finucane,14,Interchange,19:00,-,-,-,-,-,-,-,-,11,3,27,-,14,-,-,-,-,-,3,-,2.8s,-,-,-,-,-,-,3,-,100%,11,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,19:03,-,2024,1,Warriors,Sharks
Jack Williams,15,Interchange,47:00,-,-,-,-,-,-,-,-,38,12,92,-,37,-,-,-,-,1,12,-,2.98s,-,-,-,-,-,-,13,-,94.12%,32,2,-,-,1,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,46:51,-,2024,1,Warriors,Sharks
Toby Rudolf,16,Interchange,31:00,-,-,-,-,-,-,-,-,30,11,114,9,51,-,-,-,-,1,10,-,2.83s,-,-,-,-,-,-,11,-,100%,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25:20,05:21,2024,1,Warriors,Sharks
Thomas Hazelton,17,Interchange,40:00,-,-,-,-,-,-,-,-,32,14,140,43,52,-,-,-,-,1,11,-,4.36s,-,-,-,-,-,1,15,0.07,86.96%,20,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40:02,-,2024,1,Warriors,Sharks
Kayal Iro,18,Replacement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,1,Warriors,Sharks
Ryan Papenhuyzen,1,Fullback,80:00,-,-,-,-,-,-,-,-,20,18,118,32,45,-,-,-,-,2,1,-,3.65s,1,2,-,1,-,18,37,1,100%,3,-,-,-,4,-,-,-,-,-,-,-,-,-,3,3,-,-,-,-,-,-,-,80:00,-,2024,1,Storm,Panthers
Will Warbrick,2,Winger,80:00,-,-,-,-,-,-,-,-,15,18,128,7,39,-,-,-,-,1,1,-,3.33s,-,-,-,-,-,5,25,0.28,62.5%,5,2,1,-,2,-,-,-,-,-,-,-,-,-,2,2,-,1,-,-,1,-,-,80:00,-,2024,1,Storm,Panthers
Reimis Smith,3,Centre,80:00,4,1,-,-,-,-,-,-,30,12,93,-,28,-,-,-,-,3,1,-,3.55s,-,-,-,-,-,2,17,0.17,85.71%,12,1,1,-,1,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,80:00,-,2024,1,Storm,Panthers
Nick Meaney,4,Centre,80:00,4,-,1,1,1,100%,-,-,32,16,166,-,67,-,-,-,-,1,-,-,3.04s,2,16,-,-,-,7,16,0.44,83.33%,20,2,2,-,-,-,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,80:00,-,2024,1,Storm,Panthers
Xavier Coates,5,Winger,80:00,-,-,-,-,-,-,-,-,39,18,158,23,81,-,-,1,-,3,-,-,3.47s,2,14,-,1,-,2,23,0.11,83.33%,5,1,-,-,4,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,1,Storm,Panthers
Jahrome Hughes,7,Halfback,80:00,-,-,-,-,-,-,-,-,40,18,118,-,16,1,-,-,-,1,-,-,4.11s,-,-,-,1,-,25,44,1.39,79.17%,19,5,-,-,-,12,413,-,5,1,-,-,1,-,-,-,-,1,1,-,-,-,-,80:00,-,2024,1,Storm,Panthers
Tui Kamikamica,8,Prop,52:00,-,-,-,-,-,-,-,-,34,14,132,36,67,-,-,-,-,1,11,-,3.71s,-,-,-,-,-,1,15,0.07,89.29%,25,2,1,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,18:32,32:54,2024,1,Storm,Panthers
Harry Grant,9,Hooker,71:00,-,-,-,-,-,-,-,-,49,9,59,-,27,-,-,-,-,3,-,-,3.46s,9,59,-,-,-,103,111,11.44,82.69%,43,4,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,67:36,02:59,2024,1,Storm,Panthers
Josh King,10,Prop,48:00,-,-,-,-,-,-,-,-,42,9,75,-,33,-,-,-,-,1,7,-,3.53s,-,-,-,1,-,4,11,0.44,96.67%,29,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,27:44,19:55,2024,1,Storm,Panthers
Joe Chan,11,2nd Row,64:00,-,-,-,-,-,-,-,-,26,7,58,-,18,-,-,-,-,5,6,-,3.43s,-,-,-,-,-,2,9,0.29,76.92%,20,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,63:55,-,2024,1,Storm,Panthers
Eliesa Katoa,12,2nd Row,80:00,-,-,-,-,-,-,-,-,53,14,122,-,52,-,1,-,-,2,13,-,3.78s,-,-,-,1,-,4,16,0.29,80%,36,2,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,80:00,-,2024,1,Storm,Panthers
Trent Loiero,13,Lock,60:00,-,-,-,-,-,-,-,-,38,12,86,-,34,-,-,-,-,-,10,-,3.92s,-,-,-,-,-,5,16,0.42,94.74%,36,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,60:05,-,2024,1,Storm,Panthers
Tyran Wishart,14,Interchange,12:00,-,-,-,-,-,-,-,-,9,3,29,-,11,-,-,-,-,3,3,-,4.03s,-,-,-,-,-,10,13,3.33,60%,3,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12:00,-,2024,1,Storm,Panthers
Christian Welch,15,Interchange,41:00,-,-,-,-,-,-,-,-,49,17,140,-,55,-,-,-,-,1,10,-,2.6s,-,-,-,4,-,8,19,0.47,82.86%,29,3,3,-,-,-,-,-,-,-,-,-,-,-,2,2,1,1,-,-,-,-,-,28:34,13:06,2024,1,Storm,Panthers
Chris Lewis,16,Interchange,27:00,-,-,-,-,-,-,-,-,20,5,47,-,20,-,-,-,-,-,5,-,3.95s,-,-,-,-,-,3,8,0.6,78.26%,18,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27:00,-,2024,1,Storm,Panthers
Alec MacDonald,17,Interchange,25:00,-,-,-,-,-,-,-,-,26,7,66,-,32,-,-,-,-,1,7,-,3.34s,-,-,-,-,-,-,8,-,89.47%,17,-,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25:28,-,2024,1,Storm,Panthers
Kane Bradley,19,Replacement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,1,Storm,Panthers
Jonah Pezet,20,Five-Eighth,80:00,-,-,-,-,-,-,-,-,38,13,55,-,14,-,-,1,-,1,-,-,4.31s,2,6,-,-,1,31,46,2.38,90.48%,19,1,1,-,-,8,222,-,-,-,-,-,4,-,1,2,-,-,-,-,-,-,-,80:00,-,2024,1,Storm,Panthers
Dylan Edwards,1,Fullback,80:00,-,-,-,-,-,-,-,-,41,25,195,76,46,-,-,-,-,1,1,-,3.63s,-,-,-,1,2,21,39,0.84,75%,6,1,1,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,1,Storm,Panthers
Sunia Turuva,2,Winger,80:00,-,-,-,-,-,-,-,-,31,24,207,-,65,1,-,-,-,3,1,-,3.42s,-,-,-,2,1,4,27,0.17,80%,4,1,-,-,1,-,-,-,-,-,-,-,-,-,3,2,-,1,-,-,-,-,-,80:00,-,2024,1,Storm,Panthers
Izack Tago,3,Centre,80:00,-,-,-,-,-,-,-,-,31,15,168,-,54,-,-,-,-,4,-,-,3.38s,1,12,-,-,-,6,21,0.4,80.95%,17,4,-,-,-,1,14,-,-,1,-,-,-,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,1,Storm,Panthers
Taylan May,4,Centre,80:00,-,-,-,-,-,-,-,-,66,14,157,-,25,2,-,-,-,7,-,-,4.04s,1,7,-,-,-,10,19,0.71,94.74%,18,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,1,Storm,Panthers
Brian To'o,5,Winger,80:00,-,-,-,-,-,-,-,-,30,17,181,49,78,-,-,-,-,3,-,-,3.57s,-,-,-,-,-,5,23,0.29,100%,7,-,-,-,1,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,1,Storm,Panthers
Jarome Luai,6,Five-Eighth,80:00,-,-,-,-,-,-,-,-,34,24,102,-,10,-,1,-,-,-,-,-,6.56s,2,9,-,3,-,45,55,1.87,82.35%,14,2,1,-,-,2,24,1,-,1,-,-,1,-,-,-,-,1,-,-,-,-,-,80:00,-,2024,1,Storm,Panthers
Nathan Cleary,7,Halfback,80:00,-,-,-,-,-,-,-,-,51,30,154,-,17,-,-,-,-,2,-,-,3.91s,-,-,-,1,2,72,92,2.4,83.33%,25,5,-,-,-,15,395,1,5,3,-,-,2,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,1,Storm,Panthers
Moses Leota,8,Prop,42:00,-,-,-,-,-,-,-,-,15,8,57,-,27,-,-,-,-,-,8,-,3.53s,-,-,-,1,-,-,9,-,83.33%,20,3,1,-,-,-,-,-,-,-,-,-,-,-,1,1,-,3,-,-,-,-,-,24:01,18:28,2024,1,Storm,Panthers
Luke Sommerton,9,Hooker,48:00,-,-,-,-,-,-,-,-,30,4,25,-,6,-,-,-,-,1,2,-,3.51s,2,13,-,1,-,63,68,15.75,93.33%,28,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,47:38,-,2024,1,Storm,Panthers
James Fisher-Harris,10,Prop,43:00,-,-,-,-,-,-,-,-,46,15,99,-,36,-,-,-,-,1,13,-,2.95s,-,-,-,3,-,7,20,0.47,96.15%,25,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22:18,21:27,2024,1,Storm,Panthers
Luke Garner,11,2nd Row,56:00,-,-,-,-,-,-,-,-,25,11,94,-,43,-,-,-,-,-,11,-,3.95s,-,-,-,1,-,-,11,-,78.13%,25,5,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,43:26,12:23,2024,1,Storm,Panthers
Liam Martin,12,2nd Row,75:00,-,-,-,-,-,-,-,-,42,12,85,-,48,-,-,-,-,2,12,-,3.89s,-,-,1,-,-,2,15,0.17,88.89%,32,1,3,-,-,1,18,-,-,1,-,-,-,-,1,1,-,1,-,-,-,-,-,74:42,-,2024,1,Storm,Panthers
Isaah Yeo,13,Lock,80:00,-,-,-,-,-,-,-,-,70,25,175,-,47,-,-,-,-,5,12,-,3.42s,-,-,-,2,2,20,33,0.8,88.89%,32,1,3,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,80:00,-,2024,1,Storm,Panthers
